Legislative,Judiciary,Essential to Justice,Administration,National Defence,Public Safety,Foreign Relations,Social Assistance,Social Security,Health,Labour,Education,Culture,Citizenship Rights,Urbanism,Housing,Sanitation,Environmental Management,Science and Technology,Agriculture,Agrarian Organisation,Industry,Services and Commerce,Communications,Energy,Transportation,Sports and Leisure,Special Charges,Refinancing,GDP growth,Inflation,Gini index
-0.7029019306446641,-1.0257794243251468,-0.8677667756119058,-1.0839827074462345,-0.8882969786261081,-1.0914740020068785,-0.6950027662446908,-0.6685160824158642,-0.9359900220491528,-0.8796152257153622,-1.076843502493566,-1.04002541427511,-0.4524985490577865,0.0442990391639978,1.74735073041983,0.9219796693900166,-1.119668381660177,-0.3998458052591225,-0.705423145487409,-0.6443974109225207,1.8494099182530264,-0.059090757393059,0.6884469036202724,-0.7307832436383805,-0.574874240527434,-0.4643174975093811,0.3500277542435302,-1.0529301402162157,-0.1355841172341096,0.3094723832560785,-0.0518429599688844,0.9048311984573746
1.634837858667418,1.7729882357505662,1.8674153333131327,1.429949083765116,1.6780429700525057,2.172059489357648,1.6790122866640376,1.993554659292163,2.0307562624302022,1.926835236337584,1.749884425785262,2.0449552248717784,3.960464505677201,-0.0660993604272626,-0.0850344002534402,-0.5319627099526829,-0.8752893993309534,1.608096101698883,3.0007239522968066,2.016740303458169,0.508079324123444,0.538860820390863,0.0201191075369981,2.118188870963328,-0.2228815478213706,1.413103926953087,-0.0111438755025325,1.601757481569292,2.576056716219592,0.2024393611413101,-1.303588717536631,-0.9926788876279976
0.001001080498099327,-0.017637141048908234,-0.022306911647319794,-0.015428561717271805,-0.01147797703742981,0.032526854425668716,-0.019044049084186554,-0.041625991463661194,0.020839259028434753,0.004635034129023552,-0.025401819497346878,-0.025829119607806206,0.010090800002217293,0.0567946583032608,0.04783648997545242,-0.014357544481754303,-0.016632117331027985,0.001847071573138237,0.024540599435567856,-0.015876315534114838,0.014498526230454445,0.013557665050029755,-0.01473112590610981,0.0231220293790102,0.004173273220658302,0.04651622846722603,0.0028639212250709534,-0.008387804962694645,-0.009594045579433441,-0.1930318102188625,-1.378780271126029,-0.1071741807881566
-0.4158133146423159,-0.5156390671485809,-0.2295942353051585,-0.6815363809908588,-0.7163691545333031,-0.4274225629755183,-0.3756286776941668,-0.5314860397178413,-0.6768909132909836,-0.7180812905286489,-0.765431845959188,-0.8778925704699463,-0.4054678106528978,0.3640384560203087,-0.3124881293313158,-0.1421738718599445,0.4229523066499563,-1.0770248218508114,-0.4331963329288399,-0.7846209831731128,0.4401315817357081,0.9416018848439526,-0.6388604429073655,-0.8922957301086583,-0.6013986095765457,-1.0709722209675492,-0.7549626350899222,-0.4241782666737269,-0.758050734182464,0.9797529926203732,0.5567370804615919,-0.0650072899862589
0.9382696426116536,1.1416519982126092,1.2102332836434913,1.0343545488989578,1.4559150365867248,1.2935778088026484,1.5842015315909932,3.560490452001116,1.23997676910106,1.7102740971459127,1.084159698008358,0.8246743121129014,-0.2381894834827992,0.2174610515513577,0.0672187867119359,-0.5269661429804581,1.7986034158173814,1.17758416406618,0.3961568823980797,0.2146267909512746,-0.97646750166389,-0.1223329843332899,4.267964212934988,0.791377963137693,-0.0916512712443571,-0.1416873362622927,-1.252710618095895,1.7932569016213578,0.490731179559206,-1.9857334464928411,-0.484893412407306,-2.215518720883015
1.0190986195252,1.152229774260814,1.2234559989115197,1.0786029702229474,1.5173653734828687,1.2036108872204596,1.589945736011296,0.8812873114244072,1.392264325118416,1.9422960355466707,0.7405739363996474,1.0487285024532569,-0.2289378251411196,-0.6559376924616619,-0.226884683361937,-0.5266215184504065,0.2941594300632261,0.587545374332367,-0.120069575345784,0.9664019692599876,-1.3513780949494387,-0.1002744644203224,-0.3331732445739862,1.5001210715395754,0.1292668204918369,-0.5550288043891176,-0.693519828453495,1.341305667426587,2.386187389251882,0.9424333069675356,1.7336297650420915,-0.5288430888071284
-1.8177405464271457,-1.4388532237668776,-1.5779689073350345,-1.3772264440160389,-1.0236197216622258,-1.23545571060844,-1.3434664861303764,-0.7805788028106154,-1.2419807890274004,-1.1699044204033835,-1.2573590539125477,-1.168628529208759,-0.984068320917424,-0.6958373282231305,-1.4899613287632438,0.379109735733439,-0.5452502511264901,-0.5013146448547088,-1.3827034257535251,-1.2390819756604323,-0.9246118952292148,-1.8309815957481423,0.6343636453169,-0.7685873777248924,-0.4109397583861431,-1.3259284895922574,-0.2746446770053615,-1.3177671128297554,-0.9198094339051314,-0.3325285307608697,0.3067432080459878,1.7903359052972156
-1.8177405464271457,-1.4388532237668776,-1.5779689073350345,-1.3772264440160389,-1.0236197216622258,-1.23545571060844,-1.3434664861303764,-0.7805788028106154,-1.2419807890274004,-1.1699044204033835,-1.2573590539125477,-1.168628529208759,-0.984068320917424,-0.6958373282231305,-1.4899613287632438,0.379109735733439,-0.5452502511264901,-0.5013146448547088,-1.3827034257535251,-1.2390819756604323,-0.9246118952292148,-1.8309815957481423,0.6343636453169,-0.7685873777248924,-0.4109397583861431,-1.3259284895922574,-0.2746446770053615,-1.3177671128297554,-0.9198094339051314,-0.3325285307608697,0.3067432080459878,1.7903359052972156
0.1563744058565792,-0.0473135785659083,-0.437947221286496,0.0779235928882436,-0.3552896802750338,-0.0569389117557756,-0.1057964546760315,-0.2471085129295573,-0.1417601228386564,-0.1154023208721778,-0.0975742826787961,-0.0181070625941167,0.3543296910720463,-0.7932946046057785,-0.2453857091845438,-0.1902125193285793,1.4619925803114764,0.2582537084610392,0.3817667709642701,-0.3333836018088461,-0.2642288075705569,0.4078178993579289,-0.6476190236006003,-0.3836180708126383,-0.4759550769782965,1.162357007277984,0.1014171605667137,0.2698416903947453,-0.6985523288324258,-0.1443179207895172,0.1793802176413217,-0.3180086347976425
0.3486991707981831,0.0604298290035889,-0.183196526397,0.2618393737592187,-0.2851436872885191,0.1131049340312856,-0.0803240088387822,-0.1728893374408338,0.028133890622587,0.0089414856021664,0.6859085015263725,0.2768306814866749,0.3951699368406582,-0.57585755080946,-0.3232355344338599,-0.5026836959138499,1.0218893610684427,1.1399372593216934,1.3311169245020198,-0.3459290330492845,0.6767404938824108,0.4281219188301969,-0.6687923776886063,0.1102849883193637,-0.4127541607790779,0.8230814669840182,0.213965676546782,-0.3369596968403866,-0.2499977967714217,0.239573742207419,-0.018715816854753,-0.6131768704109208
-1.5780762767118544,-1.2853348071354005,-1.4890579459420763,-1.222049095906974,-0.995833489910634,-1.3752871343980937,-0.9106556014299652,-0.7676224166665411,-1.182741991337579,-1.1292218206044538,-1.2218892456038906,-1.1238214026959314,-1.078976541773571,-1.220572562616005,-1.4996104988353889,-0.2075688340426056,-1.0845366797339235,-1.195716734339504,-1.4169525199806638,-1.235145385985931,-0.8622252170476402,-1.9341062722645677,-0.203568452308037,-0.6024156062359433,4.1413003522225145,-0.9574999925953488,-0.4400345022290133,-1.2394731620678494,-0.875567537430426,0.2568046161466148,1.0172660559363758,1.6638352328915254
